FNAME,LNAME,SID,GENDER,AGE,ADDRESS_AREA,ADDRESS_ROAD,ADDRESS_BUILDING,ADDRESS-ROOM,PHONE,SUBJECT,,,,,,,CREDITS
Lau,Tai Man,10220508,M,21,North District,CHUNG SUM TSUEN LANE NO.6,Tsz Lok Estate,1507,16055630,Associate of Chinese Medicine,,,,,,,20
Lau,Tai Tin,10220509,M,20,Tai Po District,CHUNG SUM TSUEN LANE NO.7,Tsz Lok Estate,1508,14558634,Higher Diploma in Library and Information Management,,,,,,,20
Lau,Tai Koeng,10220510,F,21,Sai Kung District,CHUNG SUM TSUEN LANE NO.8,Tsz Lok Estate,1509,10111464,Associate of Chinese Medicine,,,,,,,20
Lau,Zung Tai,10220511,M,20,Sha Tin District,CHUNG SUN STREET,Tsz Lok Estate,1510,12306207,Higher Diploma in Dental Hygiene,,,,,,,20
Lau,Zung Zung,10220512,F,17,Kwai Tsing District,CHUNG WA ROAD,Tsz Lok Estate,1511,12800870,Higher Diploma in Information Security,,,,,,,20
Lau,Zung Siu,10220513,M,22,Sai Kung District,CHUNG WAI STREET,Tsz Ching Estate,1512,17815793,Associate of Nursing Studies,,,,,,,20
Lau,Zung Jat,10220514,M,20,Central and Western District,CHUNG WO LANE,Tsz Ching Estate,1513,10220685,Higher Diploma in Airline and Airport Services,,,,,,,20
Lau,Zung Ji,10220515,F,20,Wan Chai District,CHUNG WUI STREET,Tsz Ching Estate,1514,11489784,Associate of Biomedical Sciences,,,,,,,20
Lau,Zung Saam,10220516,M,21,Eastern District,CHUNG YAN ROAD,Tsz Ching Estate,1515,13591715,Higher Diploma in Airline and Airport Services,,,,,,,20
Lau,Zung Sam,10220517,M,20,Southern District,CHUNG YAT STREET,Upper Wong Tai Sin Estate,1516,10649427,Higher Diploma in Aviation and Piloting,,,,,,,20
Lau,Zung Man,10220518,M,21,Yau Tsim Mong District,CHUNG YEE STREET,Upper Wong Tai Sin Estate,1517,18111708,Higher Diploma in Data Science,,,,,,,20
Lau,Zung Tin,10220519,M,19,Sham Shui Po District,CHUNG YIN LANE,Upper Wong Tai Sin Estate,1518,13298803,Higher Diploma in Airline and Airport Services,,,,,,,20
Lau,Zung Koeng,10220520,M,20,Kowloon City District,CHUNG YING STREET,Fu Shan Estate,1519,17328773,Higher Diploma in Aviation and Piloting,,,,,,,20
Lau,Siu Tai,10220521,M,20,Wong Tai Sin District,CHUNG YIP ROAD,Fu Shan Estate,1520,13966167,Associate of Arts in Legal Studies,,,,,,,20
Lau,Siu Zung,10220522,F,18,Kwun Tong District,CHUR AVENUE,Fu Shan Estate,1521,13136530,Associate of Engineering,,,,,,,20
Lau,Siu Siu,10220523,M,20,Tsuen Wan District,CHURCH STREET,Fu Shan Estate,1522,19506117,Higher Diploma in Aviation Studies,,,,,,,20
Lau,Siu Jat,10220524,F,22,Tuen Mun District,CIRCULAR PATHWAY,Fu Shan Estate,1523,11513832,Associate of Engineering,,,,,,,20
Lau,Siu Ji,10220525,M,21,Yuen Long District,CITY GARDEN ROAD,Chuk Yuen South Estate,1524,19619077,Associate of Engineering,,,,,,,20
Lau,Siu Saam,10220526,M,18,North District,CLARENCE TERRACE,Chuk Yuen South Estate,1525,11778073,Associate of Social Sciences,,,,,,,20
Lau,Siu Sam,10220527,F,19,Tai Po District,CLAYMORE AVENUE,Chuk Yuen South Estate,1526,18393469,Associate of Business Administration,,,,,,,20
Lau,Siu Man,10220528,F,20,Sai Kung District,CLEAR WATER BAY ROAD,Chuk Yuen South Estate,1527,19923111,Higher Diploma in Data Science,,,,,,,20
Lau,Siu Tin,10220529,F,18,Sha Tin District,CLEMENTI ROAD,Chuk Yuen South Estate,1528,17175247,Higher Diploma in Architectural Studies,,,,,,,20
Lau,Siu Koeng,10220530,M,18,Kwai Tsing District,CLEVELAND STREET,Chuk Yuen South Estate,1529,19283373,Associate of Geography,,,,,,,20
Lau,Jat Tai,10220531,F,21,Central and Western District,CLEVERLY STREET,Mei Tung Estate,1530,16666886,Associate of Engineering,,,,,,,20
Lau,Jat Zung,10220532,F,17,Wan Chai District,CLIFF ROAD,Mei Tung Estate,1531,11035768,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Lau,Jat Siu,10220533,M,21,Eastern District,CLINIC ROAD,Mei Tung Estate,1532,10261315,Associate of Business Administration,,,,,,,20
Lau,Jat Jat,10220534,M,18,Southern District,CLOUD VIEW ROAD,Mei Tung Estate,1533,11305150,Higher Diploma in Visual Communication,,,,,,,20
Lau,Jat Ji,10220535,M,22,Yau Tsim Mong District,CLOVELLY PATH,Mei Tung Estate,1534,14542064,Associate of Nursing Studies,,,,,,,20
Lau,Jat Saam,10220536,M,20,Sham Shui Po District,CLUB STREET,Mei Tung Estate,1535,13628822,Higher Diploma in Interior Design,,,,,,,20
Lau,Jat Sam,10220537,M,21,Kowloon City District,COAL PLANT ROAD,Mei Tung Estate,1536,18963112,Higher Diploma in Aviation and Piloting,,,,,,,20
Lau,Jat Man,10220538,F,21,Wong Tai Sin District,COAL YARD ROAD,Mei Tung Estate,1537,18498713,Associate of Social Sciences,,,,,,,20
Lau,Jat Tin,10220539,M,20,Kwun Tong District,COCHRANE STREET,Mei Tung Estate,1538,13088897,Higher Diploma in Engineering,,,,,,,20
Lau,Jat Koeng,10220540,F,18,Tsuen Wan District,COLLEGE ROAD,Mei Tung Estate,1539,12799939,Associate of Science,,,,,,,20
Lau,Ji Tai,10220541,M,21,Tuen Mun District,COLLEGE VIEW,Mei Tung Estate,1540,14310054,Higher Diploma in Information Technology,,,,,,,20
Lau,Ji Zung,10220542,M,20,Yuen Long District,COLLINSON STREET,Mei Tung Estate,1541,17394182,Higher Diploma in Airline and Airport Services,,,,,,,20
Lau,Ji Siu,10220543,M,20,North District,COLMO LINK,Mei Tung Estate,1542,13845325,Higher Diploma in Translation and Interpretation,,,,,,,20
Lau,Ji Jat,10220544,M,17,Tai Po District,COMFORT TERRACE,Mei Tung Estate,1543,18638235,Higher Diploma in Library and Information Management,,,,,,,20
Lau,Ji Ji,10220545,M,22,Sai Kung District,CONCORDE ROAD,Mei Tung Estate,1544,18138828,Associate of Arts in Languages and Humanities,,,,,,,20
Lau,Ji Saam,10220546,F,17,Sha Tin District,CONDUIT ROAD,Mei Tung Estate,1545,15359831,Higher Diploma in Business,,,,,,,20
Lau,Ji Sam,10220547,F,21,Kwai Tsing District,CONNAUGHT PLACE,Mei Tung Estate,1546,10770755,Higher Diploma in Visual Communication,,,,,,,20
Lau,Ji Man,10220548,F,19,Central and Western District,CONNAUGHT ROAD CENTRAL,Choi Fook Estate,1547,13346506,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Lau,Ji Tin,10220549,M,17,Wan Chai District,CONNAUGHT ROAD WEST,Choi Fook Estate,1548,14914310,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Lau,Ji Koeng,10220550,M,20,Eastern District,CONSORT RISE,Choi Fook Estate,1549,15761845,Higher Diploma in Aviation and Piloting,,,,,,,20
Lau,Saam Tai,10220551,M,17,Southern District,CONTAINER PORT ROAD,Choi Fook Estate,1550,14393527,Higher Diploma in Aviation Studies,,,,,,,20
Lau,Saam Zung,10220552,M,19,Yau Tsim Mong District,CONTAINER PORT ROAD SOUTH,Choi Tak Estate,1551,14291079,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Lau,Saam Siu,10220553,M,18,Sham Shui Po District,CONTROL TOWER ROAD,Choi Tak Estate,1552,15188164,Higher Diploma in Aviation Studies,,,,,,,20
Lau,Saam Jat,10220554,M,21,Kowloon City District,CONVENTION AVENUE,Choi Tak Estate,1553,13709579,Higher Diploma in Data Science,,,,,,,20
Lau,Saam Ji,10220555,M,19,Wong Tai Sin District,COOKE STREET,Choi Tak Estate,1554,15744101,Higher Diploma in Visual Communication,,,,,,,20
Lau,Saam Saam,10220556,M,19,Kwun Tong District,COOMBE ROAD,Tsui Ping (South) Estate,1555,12621498,Higher Diploma in Global Supply Chain Management,,,,,,,20
Lau,Saam Sam,10220557,F,18,Tsuen Wan District,COOPER ROAD,Tsui Ping (South) Estate,1556,19992589,Higher Diploma in Data Science,,,,,,,20
Lau,Saam Man,10220558,F,19,Tuen Mun District,CORNWALL STREET,Tsui Ping (South) Estate,1557,14020892,Associate of Engineering,,,,,,,20
Lau,Saam Tin,10220559,M,20,Yuen Long District,CORONADO AVENUE,On Tat Estate,1558,19060453,Higher Diploma in Aviation and Piloting,,,,,,,20
Lau,Saam Koeng,10220560,M,18,North District,CORONATION TERRACE,On Tat Estate,1559,12852685,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Lau,Sam Tai,10220561,M,18,Tai Po District,COSTA AVENUE,On Tat Estate,1560,12010841,Higher Diploma in New Media and Communication,,,,,,,20
Lau,Sam Zung,10220562,M,20,Sai Kung District,COTTON PATH,On Tat Estate,1561,19498439,Higher Diploma in Aviation and Piloting,,,,,,,20
Lau,Sam Siu,10220563,F,18,Sha Tin District,COTTON TREE DRIVE,Lower Ngau Tau Kok Estate,1562,15828114,Associate of Biomedical Sciences,,,,,,,20
Lau,Sam Jat,10220564,M,22,Kwai Tsing District,COWELL CLOSE,Lower Ngau Tau Kok Estate,1563,19606288,Higher Diploma in Marketing,,,,,,,20
Lau,Sam Ji,10220565,F,17,Central and Western District,COX'S ROAD,Lower Ngau Tau Kok Estate,1564,16495065,Higher Diploma in Library and Information Management,,,,,,,20
Lau,Sam Saam,10220566,M,22,Wan Chai District,CRAIGMIN ROAD,Lower Ngau Tau Kok Estate,1565,13287535,Higher Diploma in eSports,,,,,,,20
Lau,Sam Sam,10220567,F,17,Eastern District,CREASY ROAD,Wo Lok Estate,1566,18952141,Higher Diploma in Marketing,,,,,,,20
Lau,Sam Man,10220568,F,19,Southern District,CROSS HARBOUR TUNNEL,Wo Lok Estate,1567,19702811,Higher Diploma in Engineering,,,,,,,20
Lau,Sam Tin,10220569,M,22,Yau Tsim Mong District,CROSS LANE,Wo Lok Estate,1568,10405035,Higher Diploma in Global Supply Chain Management,,,,,,,20
Lau,Sam Koeng,10220570,M,22,Sham Shui Po District,CROSS STREET,Wo Lok Estate,1569,16903163,Associate of Business Administration,,,,,,,20
Lau,Man Tai,10220571,F,17,Kowloon City District,CROWN TERRACE,Wan Hon Estate,1570,15213088,Higher Diploma in Aviation Studies,,,,,,,20
Lau,Man Zung,10220572,M,17,Wong Tai Sin District,CULTURAL DRIVE,Wan Hon Estate,1571,11373264,Associate of Business Administration,,,,,,,20
Lau,Man Siu,10220573,M,20,Kwun Tong District,CUMBERLAND ROAD,Wan Hon Estate,1572,10665181,Associate of Social Sciences,,,,,,,20
Lau,Man Jat,10220574,F,19,Tsuen Wan District,CYBERPORT ROAD,Wan Hon Estate,1573,19853895,Associate of Arts in Legal Studies,,,,,,,20
Lau,Man Ji,10220575,F,20,Tuen Mun District,CYPRESS DRIVE,Wan Hon Estate,1574,16166236,Higher Diploma in eSports,,,,,,,20
Lau,Man Saam,10220576,M,18,Yuen Long District,CYPRESS DRIVE,Wan Hon Estate,1575,17750331,Higher Diploma in Interior Design,,,,,,,20
Lau,Man Sam,10220577,F,22,North District,D'AGUILAR STREET,Hing Tin Estate,1576,19998581,Higher Diploma in Data Science,,,,,,,20
Lau,Man Man,10220578,F,20,Tai Po District,DAI CHEONG STREET,Hing Tin Estate,1577,17551317,Associate of Chinese Medicine,,,,,,,20
Lau,Man Tin,10220579,M,21,Sai Kung District,DAI FAT STREET,Hing Tin Estate,1578,11471210,Higher Diploma in Global Supply Chain Management,,,,,,,20
Lau,Man Koeng,10220580,F,21,Sha Tin District,DAI FU STREET,Hing Tin Estate,1579,13942295,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Lau,Tin Tai,10220581,F,19,Kwai Tsing District,DAI FUK STREET,Shun Lee Estate,1580,12649512,Higher Diploma in Library and Information Management,,,,,,,20
Lau,Tin Zung,10220582,M,22,Central and Western District,DAI HEI STREET,Shun Lee Estate,1581,10429946,Associate of Arts in English Language and Literature,,,,,,,20
Lau,Tin Siu,10220583,M,18,Wan Chai District,DAI HUNG STREET,Shun Lee Estate,1582,14593119,Associate of Chinese Medicine,,,,,,,20
Lau,Tin Jat,10220584,M,21,Eastern District,DAI KING STREET,Tak Tin Estate,1583,11042466,Higher Diploma in Information Technology,,,,,,,20
Lau,Tin Ji,10220585,F,19,Southern District,DAI KWAI STREET,Tak Tin Estate,1584,19058842,Higher Diploma in Information Security,,,,,,,20
Lau,Tin Saam,10220586,M,19,Yau Tsim Mong District,DAI LI STREET,Tak Tin Estate,1585,11689373,Higher Diploma in Geotechnical Engineering,,,,,,,20
Lau,Tin Sam,10220587,M,21,Sham Shui Po District,DAI PANG STREET,Tak Tin Estate,1586,19219274,Higher Diploma in Library and Information Management,,,,,,,20
Lau,Tin Man,10220588,F,19,Kowloon City District,DAI SHING STREET,Tsui Ping (North) Estate,1587,11650665,Higher Diploma in Business,,,,,,,20
Lau,Tin Tin,10220589,F,17,Wong Tai Sin District,DAI SHUN STREET,Tsui Ping (North) Estate,1588,18503199,Higher Diploma in Business,,,,,,,20
Lau,Tin Koeng,10220590,M,22,Kwun Tong District,DAI WAH STREET,Tsui Ping (North) Estate,1589,13781195,Higher Diploma in Data Science,,,,,,,20
Lau,Koeng Tai,10220591,M,21,Tsuen Wan District,DAI WANG STREET,Tsui Ping (North) Estate,1590,11132231,Higher Diploma in Translation and Interpretation,,,,,,,20
Lau,Koeng Zung,10220592,F,18,Tuen Mun District,DAKOTA DRIVE,Backingham Building金漢大廈,1591,16516533,Higher Diploma in Translation and Interpretation,,,,,,,20
Lau,Koeng Siu,10220593,F,21,Yuen Long District,DAO YANG ROAD,Baguio Villa碧瑤灣,1592,18002726,Higher Diploma in Global Supply Chain Management,,,,,,,20
Lau,Koeng Jat,10220594,M,17,North District,DAVID LANE,Banyan Garden泓景臺,1593,11918305,Higher Diploma in Global Supply Chain Management,,,,,,,20
Lau,Koeng Ji,10220595,M,22,Tai Po District,DAVIS STREET,Banyan Mall泓景滙,1594,16390005,Associate of Arts in Languages and Humanities,,,,,,,20
Lau,Koeng Saam,10220596,M,20,Sai Kung District,DAWN DRIVE,Banyan Villas榕蔭園,1595,17832232,Associate of Social Sciences,,,,,,,20
Lau,Koeng Sam,10220597,F,19,Sha Tin District,DEEP BAY ROAD,Bao Hua Building保華大廈,1596,10754732,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Lau,Koeng Man,10220598,M,21,Kwai Tsing District,DEEP WATER BAY DRIVE,Bailey Garden碧麗花園,1597,18502924,Higher Diploma in Aviation Studies,,,,,,,20
Lau,Koeng Tin,10220599,M,18,Central and Western District,DEEP WATER BAY ROAD,Baily Court百利軒,1598,12356931,Higher Diploma in Marketing,,,,,,,20
Lau,Koeng Koeng,10220600,F,20,Wan Chai District,DEMINERALISATION PLANT ROAD,Baker Residences御悅,1599,12371109,Higher Diploma in Architectural Studies,,,,,,,20
Ma,Tai Tai,10220601,F,19,Eastern District,DERBY ROAD,Baker View東海雅園,1600,18702713,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Ma,Tai Zung,10220602,M,21,Southern District,DES VOEUX ROAD CENTRAL,Beach Pointe海灣閣,1601,13383964,Higher Diploma in Engineering,,,,,,,20
Ma,Tai Siu,10220603,M,17,Yau Tsim Mong District,DES VOEUX ROAD WEST,Beacon Heights畢架山花園,1602,13140027,Higher Diploma in Aviation and Piloting,,,,,,,20
Ma,Tai Jat,10220604,F,18,Sham Shui Po District,DEVON ROAD,Bel Mount Garden百麗花園,1603,12842710,Higher Diploma in eSports,,,,,,,20
Ma,Tai Ji,10220605,M,18,Kowloon City District,DIANTHUS ROAD,Bel Shine Centre百營中心,1604,19485197,Higher Diploma in Information Security,,,,,,,20
Ma,Tai Saam,10220606,F,18,Wong Tai Sin District,DISCOVERY BAY ROAD,Bel Trade Commercial Building百營商業大廈,1605,13607932,Higher Diploma in Interior Design,,,,,,,20
Ma,Tai Sam,10220607,F,18,Kwun Tong District,DISCOVERY BAY TUNNEL,Bel-Air House衛德臺,1606,11187220,Higher Diploma in Interior Design,,,,,,,20
Ma,Tai Man,10220608,F,17,Tsuen Wan District,DISCOVERY PEAK ROAD,Belaire Heights碧儷閣,1607,13850298,Associate of Arts in English Language and Literature,,,,,,,20
Ma,Tai Tin,10220609,M,18,Tuen Mun District,DISCOVERY VALLEY ROAD,Belcher Court寶翠閣,1608,16037443,Associate of Social Sciences,,,,,,,20
Ma,Tai Koeng,10220610,M,22,Yuen Long District,DIVERIA BOULEVARD,Belcher's Hill寶雅山,1609,17776516,Associate of Social Sciences,,,,,,,20
Ma,Zung Tai,10220611,M,19,North District,DOCK STREET,Belfran Court巴芬閣,1610,15584997,Higher Diploma in Translation and Interpretation,,,,,,,20
Ma,Zung Zung,10220612,F,17,Tai Po District,DON BOSCO ROAD,Belfran Mansion福園,1611,12190765,Higher Diploma in Library and Information Management,,,,,,,20
Ma,Zung Siu,10220613,M,20,Sai Kung District,DORSET CRESCENT,Belfran Peak,1612,18302072,Higher Diploma in Marketing,,,,,,,20
Ma,Zung Jat,10220614,M,20,Sha Tin District,DOUGLAS LANE,Belgian Bank Building華比銀行大廈,1613,16968380,Associate of Geography,,,,,,,20
Ma,Zung Ji,10220615,M,20,Kwai Tsing District,DOUGLAS STREET,Belgravia,1614,11458750,Higher Diploma in Data Science,,,,,,,20
Ma,Zung Saam,10220616,F,17,Southern District,DRAGON ROAD,Belgravia Heights碧濤閣,1615,18041909,Associate of Arts in Languages and Humanities,,,,,,,20
Ma,Zung Sam,10220617,M,17,Wan Chai District,DRAGON TERRACE,Sai Wan Estate,1616,19139213,Higher Diploma in Geotechnical Engineering,,,,,,,20
Ma,Zung Man,10220618,M,18,Eastern District,DRAKE STREET,Central & Western,1617,17235703,Associate of Arts in English Language and Literature,,,,,,,20
Ma,Zung Tin,10220619,F,18,Southern District,DUDDELL STREET,Chai Wan Estate,1618,16866890,Higher Diploma in Dental Hygiene,,,,,,,20
Ma,Zung Koeng,10220620,M,21,Yau Tsim Mong District,DUKE STREET,Wah Ha Estate,1619,12241936,Associate of Science,,,,,,,20
Ma,Siu Tai,10220621,M,20,Sham Shui Po District,DUMBARTON ROAD,Lin Tsui Estate,1620,11322143,Higher Diploma in New Media and Communication,,,,,,,20
Ma,Siu Zung,10220622,F,22,Kowloon City District,DUNBAR ROAD,Yue Wan Estate,1621,15679490,Associate of Nursing Studies,,,,,,,20
Ma,Siu Siu,10220623,F,18,Wong Tai Sin District,DUNDAS STREET,Yiu Tung Estate,1622,15145351,Higher Diploma in eSports,,,,,,,20
Ma,Siu Jat,10220624,F,18,Kwun Tong District,DUNG FAT STREET,Tsui Wan Estate,1623,14427390,Higher Diploma in Business,,,,,,,20
Ma,Siu Ji,10220625,F,19,Tsuen Wan District,DURHAM ROAD,Tsui Wan Estate,1624,15093660,Higher Diploma in Engineering,,,,,,,20
Ma,Siu Saam,10220626,M,20,Tuen Mun District,DUTCH LANE,Yue Wan Estate,1625,10116577,Associate of Business Administration,,,,,,,20
Ma,Siu Sam,10220627,F,22,Yuen Long District,DYER AVENUE,Yiu Tung Estate,1626,17438045,Higher Diploma in Interior Design,,,,,,,20
Ma,Siu Man,10220628,F,19,North District,EARL STREET,Wan Tsui Estate,1627,13934553,Higher Diploma in Data Science,,,,,,,20
Ma,Siu Tin,10220629,M,17,Tai Po District,EAST BRIDGE ROAD,Hing Tung Estate,1628,14146494,Associate of Arts in Legal Studies,,,,,,,20
Ma,Siu Koeng,10220630,F,19,Sai Kung District,EAST COAST ROAD,Tsui Wan Estate,1629,13012053,Higher Diploma in Aviation Studies,,,,,,,20
Ma,Jat Tai,10220631,M,20,Sha Tin District,EAST EMBANKMENT,Hing Wah (2) Estate,1630,17140207,Higher Diploma in Aviation Studies,,,,,,,20
Ma,Jat Zung,10220632,F,17,Kwai Tsing District,EAST LAGUNA STREET,Central & Western,1631,12146693,Higher Diploma in Aviation and Piloting,,,,,,,20
Ma,Jat Siu,10220633,F,17,Central and Western District,EAST POINT ROAD,Chai Wan Estate,1632,11348641,Higher Diploma in Business,,,,,,,20
Ma,Jat Jat,10220634,M,19,Wan Chai District,EAST WHARF ROAD,Wah Ha Estate,1633,14054191,Higher Diploma in Visual Communication,,,,,,,20
Ma,Jat Ji,10220635,M,21,Eastern District,EASTBOURNE ROAD,Tsui Wan Estate,1634,15299485,Associate of Arts in Languages and Humanities,,,,,,,20
Ma,Jat Saam,10220636,F,22,Southern District,EASTERN HARBOUR CROSSING,Tsui Wan Estate,1635,14127297,Higher Diploma in Global Supply Chain Management,,,,,,,20
Ma,Jat Sam,10220637,M,19,Yau Tsim Mong District,EASTERN HOSPITAL ROAD,Tsui Lok Estate,1636,10065022,Higher Diploma in Library and Information Management,,,,,,,20
Ma,Jat Man,10220638,M,17,Sham Shui Po District,EASTERN ROAD,Tsui Wan Estate,1637,11089882,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Ma,Jat Tin,10220639,M,22,Kowloon City District,EASTERN ROAD,Tsui Wan Estate,1638,14705798,Higher Diploma in Geotechnical Engineering,,,,,,,20
Ma,Jat Koeng,10220640,M,20,Wong Tai Sin District,EASTERN STREET,Model Housing Estate,1639,12814139,Associate of Arts in Legal Studies,,,,,,,20
Ma,Ji Tai,10220641,F,20,Kwun Tong District,EASTERN STREET NORTH,Model Housing Estate,1640,13972998,Higher Diploma in Marketing,,,,,,,20
Ma,Ji Zung,10220642,M,20,Tsuen Wan District,EDE ROAD,Model Housing Estate,1641,13174156,Higher Diploma in Library and Information Management,,,,,,,20
Ma,Ji Siu,10220643,F,19,Tuen Mun District,EDINBURGH PLACE,Oi Tung Estate,1642,10216396,Higher Diploma in Interior Design,,,,,,,20
Ma,Ji Jat,10220644,F,19,Yuen Long District,EIGHTH STREET TAI WAI,Siu Sai Wan Estate,1643,13417670,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Ma,Ji Ji,10220645,M,20,North District,ELECTRIC ROAD,Siu Sai Wan Estate,1644,15003063,Higher Diploma in Engineering,,,,,,,20
Ma,Ji Saam,10220646,M,22,Tai Po District,ELECTRIC STREET,Fung Wah Estate,1645,12463795,Higher Diploma in Aviation Studies,,,,,,,20
Ma,Ji Sam,10220647,F,20,Sai Kung District,ELEGANCE ROAD,Fung Wah Estate,1646,18493101,Associate of Science,,,,,,,20
Ma,Ji Man,10220648,M,21,Sha Tin District,ELGIN STREET,Fung Wah Estate,1647,15454819,Higher Diploma in Engineering,,,,,,,20
Ma,Ji Tin,10220649,M,18,Kwai Tsing District,ELLIOT CRESCENT,Hing Man Estate,1648,10554043,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Ma,Ji Koeng,10220650,F,20,Central and Western District,ELM STREET,Wan Tsui Estate,1649,15264283,Higher Diploma in Architectural Studies,,,,,,,20
Ma,Saam Tai,10220651,F,17,Wan Chai District,EMBANKMENT ROAD,Wan Tsui Estate,1650,14374026,Associate of Engineering,,,,,,,20
Ma,Saam Zung,10220652,M,19,Eastern District,EMMA AVENUE,Wan Tsui Estate,1651,16026091,Associate of Science,,,,,,,20
Ma,Saam Siu,10220653,M,20,Southern District,ENNA BOULEVARD,Wah Fu (I) Estate,1652,10590587,Higher Diploma in Interior Design,,,,,,,20
Ma,Saam Jat,10220654,F,17,Yau Tsim Mong District,ERS WEST ROAD,Wah Fu (II) Estate,1653,13741538,Associate of Arts in English Language and Literature,,,,,,,20
Ma,Saam Ji,10220655,F,19,Sham Shui Po District,ESSEX CRESCENT,Wah Fu (II) Estate,1654,14433732,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Ma,Saam Saam,10220656,F,22,Kowloon City District,EWIN WAY,Wah Fu (II) Estate,1655,18456593,Associate of Engineering,,,,,,,20
Ma,Saam Sam,10220657,F,19,Wong Tai Sin District,EXPO DRIVE,Ap Lei Chau Estate,1656,14676629,Associate of Engineering,,,,,,,20
Ma,Saam Man,10220658,F,17,Kwun Tong District,EXPO DRIVE CENTRAL,Wah Fu (II) Estate,1657,12327192,Associate of Business Administration,,,,,,,20
Ma,Saam Tin,10220659,M,20,Tsuen Wan District,EXPO DRIVE EAST,Ma Hang Estate,1658,19529017,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Ma,Saam Koeng,10220660,F,21,Tuen Mun District,EZRA'S LANE,Ma Hang Estate,1659,10735536,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Ma,Sam Tai,10220661,M,20,Yuen Long District,FA PENG ROAD,Tin Wan Estate,1660,13659931,Associate of Arts in Languages and Humanities,,,,,,,20
Ma,Sam Zung,10220662,F,21,North District,FA PO STREET,Ma Hang Estate,1661,19583621,Associate of Social Sciences,,,,,,,20
Ma,Sam Siu,10220663,F,19,Tai Po District,FA YUEN STREET,Wah Kwai Estate,1662,16317768,Higher Diploma in Engineering,,,,,,,20
Ma,Sam Jat,10220664,M,20,Sai Kung District,FACTORY STREET,Ma Hang Estate,1663,10037695,Higher Diploma in Marketing,,,,,,,20
Ma,Sam Ji,10220665,F,18,Sha Tin District,FAI KING ROAD,Lei Tung Estate,1664,12845334,Higher Diploma in Geotechnical Engineering,,,,,,,20
Ma,Sam Saam,10220666,F,17,Kwai Tsing District,FAI MING ROAD,Lei Tung Estate,1665,15319686,Higher Diploma in Library and Information Management,,,,,,,20
Ma,Sam Sam,10220667,F,19,Central and Western District,FAIRVIEW PARK 10TH STREET RIVER NORTH,Shek Pai Wan Estate,1666,11866939,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Ma,Sam Man,10220668,F,20,Wan Chai District,FAIRVIEW PARK 11TH STREET RIVER NORTH,Lei Tung Estate,1667,13156167,Associate of Chinese Medicine,,,,,,,20
Ma,Sam Tin,10220669,M,17,Eastern District,FAIRVIEW PARK 12TH STREET RIVER NORTH,Cheung Sha Wan Estate,1668,16528131,Associate of Chinese Medicine,,,,,,,20
Ma,Sam Koeng,10220670,F,22,Southern District,FAIRVIEW PARK 1ST STREET RIVER NORTH,Nam Shan Estate,1669,16347167,Higher Diploma in Geotechnical Engineering,,,,,,,20
Ma,Man Tai,10220671,F,19,Yau Tsim Mong District,FAIRVIEW PARK 2ND STREET RIVER NORTH,Nam Shan Estate,1670,11321875,Higher Diploma in Data Science,,,,,,,20
Ma,Man Zung,10220672,F,17,Sham Shui Po District,FAIRVIEW PARK 3RD STREET RIVER NORTH,Nam Shan Estate,1671,16218840,Associate of Arts in English Language and Literature,,,,,,,20
Ma,Man Siu,10220673,F,22,Kowloon City District,FAIRVIEW PARK 4TH STREET RIVER NORTH,Nam Shan Estate,1672,15437020,Associate of Geography,,,,,,,20
Ma,Man Jat,10220674,M,20,Wong Tai Sin District,FAIRVIEW PARK 5TH STREET RIVER NORTH,Nam Shan Estate,1673,19955007,Higher Diploma in Visual Communication,,,,,,,20
Ma,Man Ji,10220675,M,21,Kwun Tong District,FAIRVIEW PARK 6TH STREET RIVER NORTH,Nam Shan Estate,1674,18407719,Higher Diploma in Aviation and Piloting,,,,,,,20
Ma,Man Saam,10220676,M,19,Tsuen Wan District,FAIRVIEW PARK 7TH STREET RIVER NORTH,Nam Shan Estate,1675,16018313,Higher Diploma in Architectural Studies,,,,,,,20
Ma,Man Sam,10220677,F,21,Tuen Mun District,FAIRVIEW PARK 8TH STREET RIVER NORTH,Nam Shan Estate,1676,19586707,Associate of Science,,,,,,,20
Ma,Man Man,10220678,M,20,Yuen Long District,FAIRVIEW PARK 9TH STREET RIVER NORTH,Nam Shan Estate,1677,18287475,Higher Diploma in New Media and Communication,,,,,,,20
